UNIPROT	TARGET	DRUG
P41595	T31204	D0D3BL
P28335	T83813	D0F5NJ
P28335	T83813	D06FKC
P28335	T83813	D02YNH
P28335	T83813	D0SZ8Q
P28335	T83813	D08YCS
P28335	T83813	D04AZE
P28335	T83813	D0KH5R
P28335	T83813	D0D9YW
P28335	T83813	D0DY5G
P28335	T83813	D05NWH
P28335	T83813	D00EMF
P28335	T83813	D0V5SQ
P28335	T83813	D0C2NK
P28335	T83813	D0V5HV
P28335	T83813	D0N7HY
P28335	T83813	D0W7GQ
P28335	T83813	D0A2GI
P28335	T83813	D03MHA
P28335	T83813	D0J6JT
P28335	T83813	D0W6RV
P28335	T83813	D0C5GF
P28335	T83813	D09HJL
P28335	T83813	D09OYA
P28335	T83813	D0G7NW
P28335	T83813	D07HQZ
P28335	T83813	D0U8OK
P28335	T83813	D04TVG
P28335	T83813	D00ZCU
P28335	T83813	D07LJH
P28335	T83813	D02UWB
P28335	T83813	D07LRJ
P28335	T83813	D00GOY
P28335	T83813	D01NTM
P28335	T83813	D0F6CD
P28335	T83813	D0V3XU
P28335	T83813	D06VDN
P28335	T83813	D0U3EA
P28335	T83813	D06VPR
P28335	T83813	D0D3YN
P28335	T83813	D0R8VT
P28335	T83813	D0AP6N
P28335	T83813	D00APD
P28335	T83813	D00OCV
P28335	T83813	D06ABJ
P28335	T83813	D0ZZ4Z
P28335	T83813	D05SWY
P28335	T83813	D0T8UR
P28335	T83813	D0W8EB
P28335	T83813	D08GJS
P28335	T83813	D07LHD
P28335	T83813	D0S8KA
P28335	T83813	D07GQP
P28335	T83813	D0E6NW
P28335	T83813	D08EFH
P28335	T83813	D0H5XR
P28335	T83813	D00NST
P28335	T83813	D05JIO
P28335	T83813	D0Q9KP
P28335	T83813	D0XX7J
P28335	T83813	D0O5KK
P28335	T83813	D0T7RY
P28335	T83813	D0Y9TL
P28335	T83813	D08VGJ
P28335	T83813	D03ZHB
P28335	T83813	D0XX2U
P28335	T83813	D04TPO
P28335	T83813	D08JCU
P28335	T83813	D0F5WP
P28335	T83813	D01KAX
P28335	T83813	D0Y0SA
P28335	T83813	D01BGW
P28335	T83813	D0N8YG
P28335	T83813	D04YCJ
P28335	T83813	D01SJL
P28335	T83813	D0I9RW
P28335	T83813	D0C5XQ
P28335	T83813	D0M1YU
P28335	T83813	D0OG0R
P28335	T83813	D07DQO
P28335	T83813	D01FOM
P28335	T83813	D05RKH
P28335	T83813	D0Q4AQ
P28335	T83813	D0J1VB
P28335	T83813	D00DHV
P28335	T83813	D04VXP
P28335	T83813	D05FKE
P28335	T83813	D08YZM
P28335	T83813	D0A6LB
P28335	T83813	D0KV4G
P28335	T83813	D0L5MW
P28335	T83813	D0U9HE
P28335	T83813	D0J2UA
P28335	T83813	D0NM6R
P28335	T83813	D03NKE
P28335	T83813	D0J2ID
P28335	T83813	D0U7UD
P28335	T83813	D00BWZ
P28335	T83813	D0Q9FU
P28335	T83813	D0KU6D
P28335	T83813	D00LXH
P28335	T83813	D0Q3OK
P28335	T83813	D0J8RI
P28335	T83813	D08FUK
P28335	T83813	D00AVR
P28335	T83813	D00OBS
P28335	T83813	D08OFG
P28335	T83813	D0T2RY
P28335	T83813	D02ESW
P28335	T83813	D0U5EY
P28335	T83813	D05KHN
P28335	T83813	D0Z4QC
P28335	T83813	D0I5LM
P28335	T83813	D04DGE
P28335	T83813	D0S5FQ
P28335	T83813	D0K8NW
P28335	T83813	D0E6UA
P28335	T83813	D01XUE
P28335	T83813	D08QHX
P28335	T83813	D03TYJ
P28335	T83813	D02BRJ
P28335	T83813	D0I7MT
P28335	T83813	DDI6B0
P28335	T83813	D0HZ2E
P28335	T83813	D04PLI
P28335	T83813	D0O6GC
P28335	T83813	D05ZIK
P28335	T83813	D0X7DE
P28335	T83813	D01JMC
P28335	T83813	D0UA0I
P28335	T83813	D05GKD
P28335	T83813	D0B4BN
P28335	T83813	D0PA6K
P28335	T83813	D0SE9K
P28335	T83813	D0U9UH
P28335	T83813	D08DJY
P28335	T83813	D0N2VA
P28335	T83813	D0B7NS
P28335	T83813	D0P9VX
P28335	T83813	D00YGY
P28335	T83813	D0GW5F
P28335	T83813	D0I3QY
P28335	T83813	D0BU6K
P28335	T83813	D0T5ER
P28335	T83813	D0A5FR
P28335	T83813	D03IZY
P28335	T83813	D0L4UC
P28335	T83813	D00DFK
P28335	T83813	D00YRD
P28335	T83813	D01LVT
P28335	T83813	D01PAP
P28335	T83813	D06VJM
P28335	T83813	D06YCW
P28335	T83813	D07KZR
P28335	T83813	D09EPG
P28335	T83813	D0AA9F
P28335	T83813	D0AI8S
P28335	T83813	D0AJ0O
P28335	T83813	D0AV8R
P28335	T83813	D0BD3M
P28335	T83813	D0FK0Y
P28335	T83813	D0FS3J
P28335	T83813	D0HV0D
P28335	T83813	D0KO2E
P28335	T83813	D0MQ7F
P28335	T83813	D0OA6W
P28335	T83813	D0R6EF
P28335	T83813	D0SO0F
P28335	T83813	D0UL9W
P28335	T83813	D0WR7F
P28335	T83813	D0WS6Y
P28335	T83813	D0YO2O
P46098	T64591	D01WXA
P46098	T64591	D06IRE
P46098	T64591	D0SA4A
P46098	T64591	D0UV6L
P46098	T64591	D0T3QZ
P46098	T64591	D0P2HR
P46098	T64591	D0O5PQ
P46098	T64591	D0B0TK
P46098	T64591	D0H4NK
P46098	T64591	D0I4BZ
P46098	T64591	D00CRA
P46098	T64591	D00EJS
P46098	T64591	D0F6CD
P46098	T64591	D08BCF
P46098	T64591	D0K5NZ
P46098	T64591	D0G2BS
P46098	T64591	D0Y9TL
P46098	T64591	D08VGJ
P46098	T64591	D01FFX
P46098	T64591	D06QIQ
P46098	T64591	D02OYL
P46098	T64591	D0IP9V
P46098	T64591	D0X7HD
P46098	T64591	D0F9QT
P46098	T64591	D0M4RW
P46098	T64591	D04KGK
P46098	T64591	D0C3AJ
P46098	T64591	D0S8ZJ
P46098	T64591	D07ZZD
P46098	T64591	D00PCE
P46098	T64591	D0T2RY
P46098	T64591	D0L1NS
P46098	T64591	D0TJ6Z
P46098	T64591	D04AXY
P46098	T64591	D0G3MD
P46098	T64591	D0V1SD
P46098	T64591	D08KDP
P46098	T64591	D0M1YN
P46098	T64591	D02WGN
P46098	T64591	D0K1SZ
P46098	T64591	D0Z2MB
P46098	T64591	D0TZ1G
P46098	T64591	D04FVU
P46098	T64591	D00YLW
P46098	T64591	D06GKN
P46098	T64591	D0E1XL
P46098	T64591	D0K0KH
P46098	T64591	D0K5IP
P46098	T64591	D0V3GT
O95264	T58940	D06IRE
O95264	T58940	D0SA4A
O95264	T58940	D0P2HR
O95264	T58940	D0B0TK
O95264	T58940	D0H4NK
O95264	T58940	D0I4BZ
O95264	T58940	D00CRA
O95264	T58940	D0F6CD
O95264	T58940	D08BCF
O95264	T58940	D0K5NZ
O95264	T58940	D0G2BS
O95264	T58940	D00PCE
O95264	T58940	D0L1NS
O95264	T58940	D0TJ6Z
O95264	T58940	D04AXY
O95264	T58940	D0V3GT
Q13639	T59679	D0H1UY
Q13639	T59679	D01EAG
Q13639	T59679	D00LWD
Q13639	T59679	D0TU7G
Q13639	T59679	D06DMV
Q13639	T59679	D08MVY
Q13639	T59679	D0M5ZE
Q13639	T59679	D01KMI
Q13639	T59679	D0F3XQ
Q13639	T59679	D0FE7A
Q13639	T59679	D07OSA
Q13639	T59679	D0N8EL
Q13639	T59679	D03KNI
Q13639	T59679	D07QMY
Q13639	T59679	D0O3PE
Q13639	T59679	D09OYA
Q13639	T59679	D0HA6Y
Q13639	T59679	D0R6UI
Q13639	T59679	D0F6CD
Q13639	T59679	D08JLW
Q13639	T59679	D01KAX
Q13639	T59679	D08OFG
Q13639	T59679	D0T2RY
Q13639	T59679	D0B5MU
Q13639	T59679	D00JKB
Q13639	T59679	D03TPY
Q13639	T59679	D06HYB
Q13639	T59679	D0AJ3C
Q13639	T59679	D0AK9V
Q13639	T59679	D0W8EP
Q13639	T59679	D0PN9E
Q13639	T59679	D09BHA
Q13639	T59679	D04GSA
Q13639	T59679	D0ZG9N
Q13639	T59679	D0U7VZ
Q13639	T59679	D08HGY
Q13639	T59679	D09ZQX
Q13639	T59679	D0K1SZ
Q13639	T59679	D04DMQ
Q13639	T59679	D0Y0SY
Q13639	T59679	D0S6GY
Q13639	T59679	D02YKI
Q13639	T59679	D03MIN
Q13639	T59679	D00ZGF
Q13639	T59679	D01CDE
Q13639	T59679	D0M9RI
Q13639	T59679	D01HVZ
Q13639	T59679	D0D7YA
Q13639	T59679	D06HCF
Q13639	T59679	D02ORS
Q13639	T59679	D07SKN
Q13639	T59679	D0X2XF
Q13639	T59679	D01MBV
Q13639	T59679	D04GMY
Q13639	T59679	D05BWH
Q13639	T59679	D0Q8MI
Q13639	T59679	D04MKJ
Q13639	T59679	D0BD8D
Q13639	T59679	D00XWD
Q13639	T59679	D04QSJ
Q13639	T59679	D0O2YE
Q13639	T59679	D0E8KS
Q13639	T59679	D06PZN
P47898	T15571	D03XMD
P47898	T15571	D0V5HV
P47898	T15571	D0CK9K
P47898	T15571	D0L9ZQ
P47898	T15571	D0C5GF
P47898	T15571	D08PJK
P47898	T15571	D0SP2J
P47898	T15571	D0BW9V
P47898	T15571	D02UWB
P47898	T15571	D0F6CD
P47898	T15571	D0X6MT
P47898	T15571	D0W1TU
P47898	T15571	D0Y9TL
P47898	T15571	D08VGJ
P47898	T15571	D04UTQ
P47898	T15571	D0EA7Z
P47898	T15571	D03XKU
P47898	T15571	D0I6II
P47898	T15571	D0C3AR
P47898	T15571	D03ZHB
P47898	T15571	D0XX2U
P47898	T15571	D04TPO
P47898	T15571	D0E4ON
P47898	T15571	D07DLW
P47898	T15571	D06LIA
P47898	T15571	D0L5MW
P47898	T15571	D0UA0I
P50406	T16691	D0L8IO
P50406	T16691	D09CHX
P50406	T16691	D0S3UH
P50406	T16691	D0K8PH
P50406	T16691	D00PBI
P50406	T16691	D0P1XQ
P50406	T16691	D02JFD
P50406	T16691	D0UB6O
P50406	T16691	D0V5HV
P50406	T16691	D09ULA
P50406	T16691	D0J0KG
P50406	T16691	D0DE8K
P50406	T16691	D0N7NK
P50406	T16691	D0G7QT
P50406	T16691	D0T4PS
P50406	T16691	D0F8TG
P50406	T16691	D0J6JT
P50406	T16691	D0C5GF
P50406	T16691	D08PJK
P50406	T16691	D06PXY
P50406	T16691	D09OYA
P50406	T16691	D07HQZ
P50406	T16691	D0V2PB
P50406	T16691	D03TDN
P50406	T16691	D04TVG
P50406	T16691	D0SP2J
P50406	T16691	D00VRV
P50406	T16691	D00CRA
P50406	T16691	D02UWB
P50406	T16691	D07LRJ
P50406	T16691	D0F6CD
P50406	T16691	D08BCF
P50406	T16691	D0X6MT
P50406	T16691	D0V3XU
P50406	T16691	D05EQG
P50406	T16691	D0H7PC
P50406	T16691	D0P8JA
P50406	T16691	D0XJ6D
P50406	T16691	D03DLZ
P50406	T16691	D0L7PA
P50406	T16691	D06QVB
P50406	T16691	D0V4RP
P50406	T16691	D06VPR
P50406	T16691	D01TYJ
P50406	T16691	D0TG0I
P50406	T16691	D0TX8W
P50406	T16691	D0R7VT
P50406	T16691	D0T7VZ
P50406	T16691	D0JT3M
P50406	T16691	D05HJP
P50406	T16691	D05JPG
P50406	T16691	D01ZMO
P50406	T16691	D09LVG
P50406	T16691	D0X1IU
P50406	T16691	D01DCE
P50406	T16691	D0LA4I
P50406	T16691	D09VSK
P50406	T16691	D0ZC9Q
P50406	T16691	D02LFU
P50406	T16691	D0KD8D
P50406	T16691	D0W2QN
P50406	T16691	D02VHJ
P50406	T16691	D0Y1LJ
P50406	T16691	D0H5EP
P50406	T16691	D04AQE
P50406	T16691	D0D3YN
P50406	T16691	D0Q7AF
P50406	T16691	D0J7EM
P50406	T16691	D0CK9K
P50406	T16691	D08VGJ
P50406	T16691	D0LG8A
P50406	T16691	D08SMK
P50406	T16691	D0SJ6E
P50406	T16691	D0FV7K
P50406	T16691	D00DZY
P50406	T16691	D0C8UV
P50406	T16691	D00OCC
P50406	T16691	D0N8AO
P50406	T16691	D07DCN
P50406	T16691	D0CY6E
P50406	T16691	D0D6FC
P50406	T16691	D0O3GQ
P50406	T16691	D07LIE
P50406	T16691	D0E0DR
P50406	T16691	D0J9MP
P50406	T16691	D05SAP
P50406	T16691	D05DAF
P50406	T16691	D0H0IZ
P50406	T16691	D0W2HW
P50406	T16691	D0C5XQ
P50406	T16691	D0G6NV
P50406	T16691	D0D2XH
P50406	T16691	D0OG0R
P50406	T16691	D0V5AN
P50406	T16691	D0L5MW
P50406	T16691	D0C4AE
P50406	T16691	D06FXO
P50406	T16691	D0Y4WH
P50406	T16691	D02YSX
P50406	T16691	D0PQ1U
P50406	T16691	D0S4XR
P50406	T16691	D09RXU
P50406	T16691	D0VI0S
P50406	T16691	D0F6GP
P50406	T16691	D02SBM
P50406	T16691	D05XGR
P50406	T16691	D04VTV
P50406	T16691	D06ZVC
P50406	T16691	D0J7EP
P50406	T16691	D09BCJ
P50406	T16691	D0F4NB
P50406	T16691	D0X9HF
P50406	T16691	D03ZPX
P50406	T16691	D02KLD
P50406	T16691	D08PIK
P50406	T16691	DWD06K
P50406	T16691	D0V4ZQ
P50406	T16691	D0Z0GX
P50406	T16691	D0G1YA
P50406	T16691	D07RQR
P50406	T16691	D01NDF
P50406	T16691	D9I3WE
P50406	T16691	D0WH4L
P50406	T16691	D0R9HI
P50406	T16691	D09IRN
P34969	T79062	D0P1XQ
P34969	T79062	D03AHJ
P34969	T79062	D0V5HV
P34969	T79062	D0UI3L
P34969	T79062	D09ULA
P34969	T79062	D0D3PZ
P34969	T79062	D0J0KG
P34969	T79062	D0Z1OF
P34969	T79062	D00GSD
P34969	T79062	D01KVG
P34969	T79062	D03TSY
P34969	T79062	D0X4PH
P34969	T79062	D0CK9K
P34969	T79062	D0F8TG
P34969	T79062	D00PEU
P34969	T79062	D0J6JT
P34969	T79062	D0C5GF
P34969	T79062	D08PJK
P34969	T79062	D0N8BJ
P34969	T79062	D07HQZ
P34969	T79062	D0G7NW
P34969	T79062	D0X9YS
P34969	T79062	D03TDN
P34969	T79062	D0SP2J
P34969	T79062	D00VRV
P34969	T79062	D0V4RP
P34969	T79062	D0BW9V
P34969	T79062	D02UWB
P34969	T79062	D07LRJ
P34969	T79062	D0HE4S
P34969	T79062	D0H9QG
P34969	T79062	D0F6CD
P34969	T79062	D0X6MT
P34969	T79062	D08CKM
P34969	T79062	D09WIL
P34969	T79062	D05EQG
P34969	T79062	D0BG5H
P34969	T79062	D0M7AU
P34969	T79062	D06VPR
P34969	T79062	D0K5NZ
P34969	T79062	D0U8RZ
P34969	T79062	D08UOX
P34969	T79062	D04GBL
P34969	T79062	D0I0ML
P34969	T79062	D0B4LD
P34969	T79062	D0Y9TL
P34969	T79062	D08VGJ
P34969	T79062	D03ZHB
P34969	T79062	D0LG8A
P34969	T79062	D0XX2U
P34969	T79062	D04TPO
P34969	T79062	D0OG0R
P34969	T79062	D0B9TN
P34969	T79062	D02HZG
P34969	T79062	D07JRV
P34969	T79062	D0X7SD
P34969	T79062	D0LT5D
P34969	T79062	D0K0HU
P34969	T79062	D0L5MW
P34969	T79062	D07JTZ
P34969	T79062	D09ROW
P34969	T79062	D03NBX
P34969	T79062	D0T2RY
P34969	T79062	D0YP7L
P34969	T79062	D09BCJ
P34969	T79062	D0F4NB
P34969	T79062	D06NOF
P34969	T79062	D0T8KA
P34969	T79062	D05XEA
P34969	T79062	DM04QU
P34969	T79062	D0E6KF
P34969	T79062	D0F0XC
P21589	T65116	D0O9GJ
P21589	T65116	D0B0ZQ
P21589	T65116	D08DXA
P21589	T65116	D06GQY
P21589	T65116	D0DZ1K
P21589	T65116	D02GRR
P21589	T65116	D9IQ6N
P21589	T65116	DP6GC3
P21589	T65116	DKL13E
P21589	T65116	DN65GW
P21589	T65116	D7CE6N
P21589	T65116	DG6V7E
P21589	T65116	D00BQR
P21589	T65116	D01ADE
P21589	T65116	D01NBW
P21589	T65116	D01OIQ
P21589	T65116	D02DLG
P21589	T65116	D03VLV
P21589	T65116	D03XTA
P21589	T65116	D04GYR
P21589	T65116	D04TGG
P21589	T65116	D06YAB
P21589	T65116	D07DGB
P21589	T65116	D08LPX
P21589	T65116	D08ZDR
P21589	T65116	D09QNH
P21589	T65116	D09XUJ
P21589	T65116	D0AF4A
P21589	T65116	D0C2UP
P21589	T65116	D0C7ON
P21589	T65116	D0CH7Z
P21589	T65116	D0DF2M
P21589	T65116	D0FK2Q
P21589	T65116	D0H9IX
P21589	T65116	D0JF6W
P21589	T65116	D0KS3G
P21589	T65116	D0LB7I
P21589	T65116	D0MA9U
P21589	T65116	D0QL7B
P21589	T65116	D0SK3R
P21589	T65116	D0U2YE
P21589	T65116	D0V5NK
P21589	T65116	D0V7OE
P21589	T65116	D0X1MK
P21589	T65116	D0Y2QO
P21589	T65116	D0Y9TP
P52209	T76497	D0P9DD
P52209	T76497	D04LDP
P52209	T76497	D0A1DU
P52209	T76497	D0E4AN
P52209	T76497	D0C4VG
P52209	T76497	D08VRX
A0A1C3KAW3	T96816	D04HMD
A0A1Q4HQH4	T52771	D0Y4QG
P01009	T28265	D0Q5FV
P01009	T28265	D0QF2W
P01009	T28265	D0N5LJ
P01009	T28265	D04ELD
P01009	T28265	D9EC0G
P01009	T65941	DR7EV6
P05067	T03691	D09DRF
P05067	T03691	D00YCG
P05067	T03691	D0G0JC
P05067	T03691	D0J0WO
P05067	T03691	D0R7BT
P05067	T03691	D06RWH
P05067	T03691	D09MDO
P05067	T03691	D0A2YG
P05067	T03691	D0I4OV
P05067	T03691	D01RVF
P05067	T03691	D01KOI
P05067	T03691	D00TWK
P05067	T03691	D0F2ME
P05067	T03691	D06SMN
P05067	T03691	D0P7DF
P05067	T03691	D0V0MH
P05067	T03691	D0VN8V
P05067	T03691	D09BWE
P05067	T03691	D0PF9Q
P05067	T03691	D0Q8LS
P05067	T03691	D09PGC
P05067	T03691	D08UIO
P05067	T03691	D07ZJS
P05067	T03691	D00TNN
P05067	T03691	D0C1XE
P05067	T03691	D03GON
P05067	T03691	D00UIN
P05067	T03691	D02AYI
P05067	T03691	D0C8MT
P05067	T03691	D00FDS
P05067	T03691	D05NXQ
P05067	T03691	D0H9NZ
P05067	T03691	D0SZ9E
P05067	T03691	D0W2OP
P05067	T03691	D07TVA
P05067	T03691	D07LTR
P05067	T03691	D0Y6IV
P05067	T03691	D01QWO
P05067	T03691	D0I7MC
P05067	T03691	D0LZ3O
P05067	T03691	D0HA1K
P05067	T03691	D0U1EV
P05067	T03691	D08TNQ
P05067	T03691	D04ZLZ
P05067	T03691	D0U1UV
P05067	T03691	D04DRM
P05067	T03691	D04CZF
P05067	T03691	D0DI4I
P05067	T03691	D01YJJ
P05067	T03691	D0N6TC
P05067	T03691	D0Z6DL
P05067	T03691	D0U2AM
P05067	T03691	D09OWF
P05067	T03691	D02TMR
P05067	T03691	D08WZB
P05067	T03691	D0B0DP
P05067	T03691	D0B9UW
P05067	T03691	D0G8SW
P05067	T03691	D00FCJ
P05067	T03691	D07KBF
P05067	T03691	D0M2CY
P05067	T03691	D03UIF
P05067	T03691	D06XEL
P05067	T03691	D07VNH
P05067	T03691	D0RA5Q
P05067	T97587	D05SHQ
P05067	T97587	D00GWR
P05067	T97587	D01CYT
P05067	T97587	D05JPJ
P05067	T97587	D0FU1J
P05067	T97587	D0Q5LF
P05067	T97587	D0C9XA
P05067	T97587	D04WQJ
P05067	T97587	D05ZWG
P05067	T97587	D0N5ZS
P05067	T97587	D09EBL
P05067	T87024	D03SHD
P05067	T87024	D0F5UO
P05067	T87024	D0Q6ZQ
P05067	T87024	D06LRQ
P05067	T87024	D07YAC
P05067	T87024	D0Y4TQ
P05067	T87024	D04TPS
P05067	T87024	D08GHI
P05067	T87024	D0S7CP
P05067	T87024	D07ZDG
P05067	T87024	D0HK7G
P05067	T87024	D0E5CX
P05067	T87024	D06MBR
P05067	T87024	D0C4WY
P05067	T87024	D04QXW
P05067	T87024	D0W8VC
P05067	T87024	D0Q2XN
P05067	T87024	D01BJK
P05067	T87024	D06CTD
P05067	T87024	D0O7XG
P05067	T87024	D04ZTA
P05067	T87024	D01GAZ
P05067	T87024	D0Q5VC
P05067	T87024	D07JKA
P05067	T87024	D00BTZ
P05067	T87024	D0K4WW
P05067	T87024	D0B4AH
P05067	T87024	D0K9ZU
P05067	T87024	D0G4AE
P05067	T87024	D0J5SD
P05067	T87024	D09MRY
P05067	T87024	D0Y9ES
P05067	T87024	D07DNV
P05067	T87024	D04LBV
P05067	T87024	D0XV3B
P05067	T87024	D01HHL
P05067	T87024	D08GKL
P05067	T87024	D0X1EY
P05067	T87024	D0L7MD
P05067	T87024	D0P0CB
P05067	T87024	D0B1CL
P05067	T87024	D0O5FK
P05067	T87024	D0I8XD
P05067	T87024	D0C9QW
P05067	T87024	D0R0LQ
P05067	T87024	D02BBJ
P05067	T87024	D01MMU
P05067	T87024	D0I9NH
P05067	T87024	D0W0WL
P05067	T87024	D0U6KE
P05067	T87024	D03TOK
P05067	T87024	D07SNW
P05067	T87024	D0C1AU
P05067	T87024	D05GRI
P05067	T87024	D06DRD
P05067	T87024	D03RJH
P05067	T87024	D02DFT
P05067	T87024	D09RAM
P05067	T87024	D03THP
P05067	T87024	D0H0AT
P05067	T87024	D07LFZ
P05067	T87024	D09MQZ
P05067	T87024	D09UWI
P05067	T87024	D02FZQ
P05067	T87024	D08TME
P05067	T87024	D03AMR
P05067	T87024	D0V5PR
P05067	T87024	D0G7LP
P05067	T87024	D09OUT
P05067	T87024	D01QLM
P05067	T87024	D0K3SV
P05067	T87024	D06BVT
P05067	T87024	D0Z1VS
P05067	T87024	D0V0VI
P05067	T87024	D05ORO
P05067	T87024	D0X2UK
P05067	T87024	D06KWU
P05067	T87024	D0ZX2D
P05067	T87024	D08QDF
P05067	T87024	D0N9JB
P05067	T87024	D01ZSP
P05067	T87024	D0R6UR
P05067	T87024	D0TU1E
P05067	T87024	D0X4ZL
P05067	T87024	D07VAI
P05067	T87024	D0B5EB
P05067	T87024	D02XKK
P05067	T87024	D0NR6T
P05067	T87024	D06XVR
P05067	T87024	D0T6KV
P05067	T87024	D0W0NU
P05067	T87024	D0E8HA
P05067	T87024	D0I3VT
P05067	T87024	D00GPQ
P05067	T87024	D0A1MX
P05067	T87024	D0Z2GF
P05067	T87024	D09DLP
P05067	T87024	D07SDQ
P05067	T87024	D00RRU
P05067	T87024	D0R7EQ
P05067	T87024	D00CZT
P05067	T87024	D0CH6B
P05067	T87024	D0Q7YZ
P05067	T87024	D09CGE
P05067	T15000	D02RPO
P05067	T15000	DLOQ25
P05067	T15000	D0EZ9C
P05067	T15000	D02YSO
P05067	T15000	D03FSU
P05067	T15000	D07LUR
P05067	T15000	D0G6XS
P05067	T15000	D0W7ZS
P05067	T15000	D0U0EC
P05067	T15000	DH6GK7
P05067	T15000	D2P8LR
P05067	T15000	D3B1MS
P05067	T15000	D0BOM7
P05067	T15000	D1S7EP
P05067	T15000	DD1TJ8
P05067	T15000	D7L1MP
P05067	T15000	D1PYC8
P05067	T15000	D82UVG
P05067	T15000	D09SFX
P05067	T15000	D7BF8Y
P05067	T15000	DZ1IL2
P05067	T15000	DXJH93
P05067	T15000	D0J6DQ
P05067	T15000	D07BVI
P05067	T27812	D0F5NJ
P05067	T27812	D0W6KM
P05067	T27812	D0GZ5F
P05067	T27812	D05WFQ
P05067	T27812	D0I4ME
P05067	T27812	D08MUX
P05067	T27812	D08BCF
P05067	T27812	D0Y8UC
P05067	T27812	D0FU5E
P05067	T27812	D00RTM
P05067	T27812	D0PN9R
P05067	T27812	D07DMN
P05067	T27812	D0Z4UF
P05067	T27812	D0A9QT
P05067	T27812	D0N3DD
P05067	T27812	D0G5RH
P05067	T27812	D0S9IO
P05067	T27812	D0U7OD
P05067	T27812	D0VC1K
P05067	T27812	D0L7BK
P05067	T27812	D0W6WL
P05067	T27812	D0Z6YA
P05067	T27812	D0J8DC
P05067	T27812	D0A3YK
P05067	T27812	D0Y6GQ
P05067	T27812	D07TEJ
P05067	T27812	D0Z9OX
P05067	T27812	D05LKO
P05067	T27812	D05UMA
P05067	T27812	D01EIS
P05067	T27812	D0EX2M
P05067	T27812	D09JRN
P05067	T27812	D02ICX
P05067	T27812	D0X8LG
P05067	T27812	D07ZOP
P05067	T27812	D03JOX
P05067	T27812	D06QGD
P05067	T27812	D0O9BL
P05067	T27812	D0NY4W
P05067	T27812	D08LAY
P05067	T27812	D03ZDY
P05067	T27812	D0A1HH
P05067	T27812	D0EO5P
P05067	T27812	D01ABR
P05067	T27812	D03MYV
P05067	T27812	D03FGM
P05067	T27812	D0T8BU
P05067	T27812	D0I9KV
P05067	T27812	D0D8YY
P05067	T27812	D09DWM
P05067	T27812	D0D5QV
P05067	T27812	D0NW3Z
P05067	T27812	D01FFX
P05067	T27812	D0E3DM
P05067	T27812	D0XF5P
P05067	T27812	D0SN6R
P05067	T27812	D0KD9M
P05067	T27812	D01GSG
P05067	T27812	D01AOI
P05067	T27812	D06QIQ
P05067	T27812	D06WIV
P05067	T27812	D0N2KU
P05067	T27812	D07SAA
P05067	T27812	D0H4AD
P05067	T27812	D0Y7UJ
P05067	T27812	D0S9AY
P05067	T27812	D04KZX
P05067	T27812	D00GDI
P05067	T27812	D0G1XP
P05067	T27812	D02ZIQ
P05067	T27812	D0R8EV
P05067	T27812	D0ZE4C
P05067	T27812	D0A7GW
P05067	T27812	D0X8GC
P05067	T27812	D0NM1F
P05067	T27812	D01JYY
P05067	T27812	D0W9JK
P05067	T27812	D0G8UA
P05067	T27812	D09FIC
P05067	T27812	D0GG2J
P05067	T27812	D0W8BJ
P05067	T27812	D04IZU
P05067	T27812	D08EKQ
P05067	T27812	D0N0TQ
P05067	T27812	D0RT9B
P05067	T27812	D03HQF
P05067	T27812	D09QZM
P05067	T27812	D0WB6P
P05067	T27812	D0I4TO
P05067	T27812	D0Y3BI
P05067	T27812	D0L0AY
P05067	T27812	D0IB6Y
P05067	T27812	D0T5VG
P05067	T27812	D0J5AR
P05067	T27812	D02YSN
P05067	T27812	D0L5MW
P05067	T27812	D0Q6SH
P05067	T27812	D04ZPF
P05067	T27812	D00DEH
P05067	T27812	D01MBF
P05067	T27812	D06CMJ
P05067	T27812	D08SCH
P05067	T27812	D06PJD
P05067	T27812	D0M3TK
P05067	T27812	D0N2RJ
P05067	T27812	D05LJC
P05067	T27812	D08JLB
P05067	T27812	D0IC4J
P05067	T27812	D04NKQ
P05067	T27812	D0Y5CG
P05067	T27812	D03DQQ
P05067	T27812	D02TMK
P05067	T27812	D06EMC
P05067	T27812	D01SHR
P05067	T27812	D02YOO
P05067	T27812	D0P6SY
P05067	T27812	D09IIH
P05067	T27812	D0ZU5W
P05067	T27812	D07DWS
P05067	T27812	D04NDO
P05067	T27812	D0E6PQ
P05067	T27812	D0H2TS
P05067	T27812	D00KRQ
P05067	T27812	D01YNZ
P05067	T27812	D0W8YO
P05067	T27812	D0CG2Y
P05067	T27812	D0K6ZT
P05067	T27812	D0F6GB
P05067	T27812	D0KT2M
P05067	T27812	D00FMX
P05067	T27812	D0R3TA
P05067	T27812	D06UDU
P05067	T27812	D00HCC
P05067	T27812	D0S4JT
P05067	T27812	D0V0PR
P05067	T27812	D03BQV
P05067	T27812	D08MEN
P05067	T27812	D08RCH
P05067	T27812	D08AWN
P05067	T27812	D02ENH
P05067	T27812	D02LQG
P05067	T27812	D0E3DF
P05067	T27812	D09RCL
P05067	T27812	D0D9FA
P05067	T27812	D02JOZ
P05067	T27812	D09NVT
P05067	T27812	D0P0US
P05067	T27812	D02GSL
P05067	T27812	D0X8DW
P05067	T27812	D02UUC
P05067	T27812	D07RQT
P05067	T27812	D0X4FO
